area_b,n_rtu,area_r,perimeter,hp
7803,5,34,24,3
7803,5,34,24,3
7871,5,32,23,3
7871,5,25,20,1
7871,5,33,23,3
7871,5,32,23,3
7871,5,32,23,3
8070,5,35,24,3
8070,5,42,26,3
8070,5,35,24,3
8070,5,32,23,1
8070,5,40,25,3
5955,4,28,21,2
5955,4,24,20,2
5955,4,28,21,2
5955,4,31,22,2
13274,4,25,21,2
13274,4,75,35,2
45467,1,29,22,2
6807,4,34,24,3
6807,4,33,24,3
6807,4,34,24,3
6807,4,34,24,3
6664,4,35,24,3
6664,4,33,23,3
6664,4,32,23,3
6664,4,33,24,3
6930,4,23,20,3
6930,4,21,19,3
6930,4,20,18,3
6930,4,22,19,3
6803,4,33,24,3
6803,4,33,24,3
6803,4,34,24,3
6803,4,39,25,3
8730,5,30,22,3
8730,5,26,20,3
8730,5,26,20,3
8730,5,36,24,3
8730,5,38,25,3
5540,3,28,22,3
5540,3,28,22,3
5540,3,24,20,3
1447,1,35,24,4
8106,5,38,26,3
8106,5,38,26,3
8106,5,36,25,3
8106,5,36,25,3
8106,5,37,25,3
8565,5,26,21,3
8565,5,30,22,3
8565,5,30,22,3
8565,5,25,20,3
8565,5,26,21,3
8881,5,22,19,3
8881,5,23,20,3
8881,5,25,20,3
8881,5,24,20,3
8881,5,23,20,3
5899,4,26,21,3
5899,4,24,20,3
5899,4,21,18,3
5899,4,19,18,3
8472,5,23,19,3
8472,5,25,20,3
8472,5,22,19,3
8472,5,25,20,3
8472,5,23,20,3
30525,8,73,34,3
30525,8,72,34,3
30525,8,70,33,3
30525,8,74,35,3
30525,8,71,34,3
30525,8,73,34,3
30525,8,74,35,3
30525,8,73,34,3
4932,5,84,37,4
4932,5,85,37,4
24467,4,77,36,3
24467,4,80,36,5
24467,4,78,36,4
48674,4,45,27,4
48674,4,64,32,4
